79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(1)<0>	EQ:	warstein	P	warstein	51.444880	8.348510	0.000000km	2814005
(1)<0>	EQ:	itzehoe	P	itzehoe	53.920990	9.515290	0.000000km	2895569
(1)<0>	EQ:	wurzen	P	wurzen	51.370700	12.739390	0.000000km	2805597
(1)<0>	EQ:	coesfeld	P	coesfeld	51.943490	7.168090	0.000000km	2939945
(1)<0>	EQ:	hechingen	P	hechingen	48.351490	8.963170	0.000000km	2908495
(4)<1>	EQ:	sankt wolfgang	A	sankt wolfgang	48.216700	12.133300	118.123085km	6556192
(6)<2>	EQ:	wehr	P	wehr	52.053780	7.082850	0.000000km	2813258
(6)<2>	EQ:	wehr	P	wehr	50.416670	7.216670	182.372563km	2813259
(6)<2>	EQ:	wehr	P	wehr	50.033900	7.459490	226.256078km	2813260
(6)<2>	EQ:	wehr	P	wehr	49.588250	6.379620	278.714319km	2813261
(6)<2>	EQ:	wehr	P	wehr	47.629830	7.904230	495.583139km	2813262
(6)<2>	EQ:	wehr	P	wehr	50.995120	5.923300	142.648283km	3205585
(6)<2>	EQ:	wehr	A	wehr	50.416700	7.216670	182.369231km	6553355
(6)<2>	EQ:	wehr	A	wehr	47.633300	7.900000	495.163729km	6557323
(0)<0>	No match: sudbrookmerland
(1)<0>	EQ:	worrstadt	P	worrstadt	49.848610	8.124170	0.000000km	2806105
(1)<0>	EQ:	bad sooden-allendorf	P	bad sooden-allendorf	51.270920	9.974830	0.000000km	2953336
(1)<0>	EQ:	passau	P	passau	48.566500	13.431220	0.000000km	2855328
(1)<0>	EQ:	kettershausen	P	kettershausen	48.183330	10.266670	0.000000km	2891300
(1)<0>	EQ:	reinbek	P	reinbek	53.517030	10.248800	0.000000km	2848845
(1)<0>	EQ:	freyung	P	freyung	48.809520	13.547680	0.000000km	2924850
(0)<0>	No match: rodermark
(15)<3>	EQ:	lichtenau	P	lichtenau	51.823050	13.893970	0.000000km	2878132
(15)<3>	EQ:	lichtenau	P	lichtenau	51.617070	8.896650	346.033895km	2878133
(15)<3>	EQ:	lichtenau	P	lichtenau	50.756960	11.697440	193.754423km	2878134
(15)<3>	EQ:	lichtenau	P	lichtenau	50.550600	12.542210	170.204318km	2878135
(15)<3>	EQ:	lichtenau	P	lichtenau	50.504110	10.844020	258.900320km	2878136
(15)<3>	EQ:	lichtenau	P	lichtenau	49.948890	9.453000	375.571063km	2878137
(15)<3>	EQ:	lichtenau	P	lichtenau	49.159790	10.379350	387.167901km	2878138
(15)<3>	EQ:	lichtenau	P	lichtenau	48.812750	13.446170	336.364685km	2878139
(15)<3>	EQ:	lichtenau	P	lichtenau	48.726070	8.004860	542.767462km	2878140
(15)<3>	EQ:	lichtenau	P	lichtenau	48.702980	11.349370	391.564813km	2878141
(15)<3>	EQ:	lichtenau	P	lichtenau	48.283330	10.683330	455.841069km	2878142
(15)<3>	EQ:	lichtenau	P	lichtenau	47.984160	10.440970	493.681702km	2878143
(15)<3>	EQ:	lichtenau	P	lichtenau	47.871540	11.079100	483.804902km	2878144
(15)<3>	EQ:	lichtenau	P	lichtenau	47.788740	11.809830	473.079860km	2878145
(15)<3>	EQ:	lichtenau	P	lichtenau	49.277460	10.686740	363.043925km	8629617
(15)<3>	EQ:	lichtenau	A	lichtenau	50.908300	12.991700	119.605121km	6548561
(15)<3>	EQ:	lichtenau	A	lichtenau	51.611900	8.925600	344.097150km	6557654
(15)<3>	EQ:	lichtenau	A	lichtenau	48.733300	8.016670	541.583951km	6558044
(4)<2>	EQ:	eching	P	eching	48.500000	12.066670	0.000000km	2933798
(4)<2>	EQ:	eching	P	eching	48.300000	11.616670	40.060963km	2933799
(4)<2>	EQ:	eching	P	eching	48.282510	11.853050	28.899402km	2933800
(4)<2>	EQ:	eching	P	eching	48.079910	11.113360	84.771655km	2933801
(4)<2>	EQ:	eching	A	eching	48.292050	11.653400	38.357243km	6556199
(4)<2>	EQ:	eching	A	eching	48.500000	12.066700	0.002217km	6556504
(1)<0>	EQ:	ottobeuren	P	ottobeuren	47.941300	10.299710	0.000000km	2855937
(1)<0>	EQ:	kirchzarten	P	kirchzarten	47.966670	7.950000	0.000000km	2890328
(1)<0>	EQ:	balingen	P	balingen	48.275250	8.854640	0.000000km	2953089
(2)<1>	EQ:	norden	A	norden	53.596100	7.189470	147.557582km	6558475
(1)<0>	EQ:	deggendorf	P	deggendorf	48.840850	12.960680	0.000000km	2938540
(1)<0>	EQ:	zeulenroda-triebes	P	zeulenroda-triebes	50.650330	11.983770	0.000000km	8224430
(1)<0>	EQ:	hoisdorf	P	hoisdorf	53.650000	10.316670	0.000000km	2900787
(1)<0>	IN:	alzenau	P	alzenau in unterfranken	50.088800	9.064550	0.000000km	2956715
(1)<0>	EQ:	hochheim am main	P	hochheim am main	50.014360	8.352180	0.000000km	2903175
(1)<0>	EQ:	sankt ingbert	P	sankt ingbert	49.276970	7.116720	0.000000km	2841590
(1)<0>	EQ:	seelze	P	seelze	52.396350	9.597270	0.000000km	2833641
(2)<1>	EQ:	beelitz	A	beelitz	52.233210	12.977770	86.084039km	6550638
(1)<0>	EQ:	speyer	P	speyer	49.320830	8.431110	0.000000km	2830582
(16)<0>	EQ:	muhlhausen	P	muhlhausen	49.961550	10.051580	0.000000km	2867999
(16)<0>	EQ:	muhlhausen	P	muhlhausen	49.858640	10.010200	11.826019km	2868000
(16)<0>	EQ:	muhlhausen	P	muhlhausen	49.754430	10.775630	56.932787km	2868002
(16)<0>	EQ:	muhlhausen	P	muhlhausen	49.344140	11.708160	137.926999km	2868003
(16)<0>	EQ:	muhlhausen	P	muhlhausen	49.248610	8.726670	124.329809km	2868004
(16)<0>	EQ:	muhlhausen	P	muhlhausen	49.169470	11.446640	133.956117km	2868005
(16)<0>	EQ:	muhlhausen	P	muhlhausen	48.805670	8.823120	156.462384km	2868006
(16)<0>	EQ:	muhlhausen	P	muhlhausen	48.776560	11.792950	182.650426km	2868007
(16)<0>	EQ:	muhlhausen	P	muhlhausen	48.777570	11.306130	160.124282km	2868008
(16)<0>	EQ:	muhlhausen	P	muhlhausen	48.691370	12.362240	219.455253km	2868009
(16)<0>	EQ:	muhlhausen	P	muhlhausen	48.576610	9.657330	156.675001km	2868010
(16)<0>	EQ:	muhlhausen	P	muhlhausen	48.440500	10.934840	180.990967km	2868011
(16)<0>	EQ:	muhlhausen	P	muhlhausen	48.182120	9.702900	199.524957km	2868012
(16)<0>	EQ:	muhlhausen	P	muhlhausen	48.052040	8.583030	237.977466km	2868013
(16)<0>	EQ:	muhlhausen	P	muhlhausen	47.967530	9.817060	222.416627km	2868014
(16)<0>	EQ:	muhlhausen	P	muhlhausen	47.809940	8.813280	255.920161km	2868015
(2)<2>	EQ:	denkendorf	P	denkendorf	48.928390	11.456950	0.000000km	2938252
(2)<2>	EQ:	denkendorf	P	denkendorf	48.695550	9.316750	159.303638km	2938253
(2)<2>	EQ:	denkendorf	A	denkendorf	48.695270	9.318470	159.184502km	6555416
(2)<2>	EQ:	denkendorf	A	denkendorf	48.941300	11.477400	2.075135km	6556165
(1)<0>	EQ:	lutzelbach	P	lutzelbach	49.788330	9.075280	0.000000km	3278304
(1)<0>	EQ:	waakirchen	P	waakirchen	47.772500	11.673150	0.000000km	2815804
(1)<0>	EQ:	tuttlingen	P	tuttlingen	47.984640	8.817700	0.000000km	2820693
(1)<0>	EQ:	krefeld	P	krefeld	51.336450	6.553810	0.000000km	2884509
(1)<0>	EQ:	apolda	P	apolda	51.026240	11.516380	0.000000km	2955770
(1)<0>	EQ:	brilon	P	brilon	51.394620	8.571460	0.000000km	2944079
(0)<0>	No match: budelsdorf
(1)<0>	EQ:	feuchtwangen	P	feuchtwangen	49.162870	10.338500	0.000000km	2927048
(1)<0>	EQ:	teterow	P	teterow	53.775450	12.574870	0.000000km	2823398
(1)<0>	EQ:	schwabach	P	schwabach	49.330470	11.023460	0.000000km	2835537
(2)<2>	EQ:	marl	P	marl	52.483330	8.366670	0.000000km	2873262
(2)<2>	EQ:	marl	P	marl	51.656710	7.090380	126.956127km	2873263
(2)<2>	EQ:	marl	A	marl	52.483300	8.366670	0.003338km	6552451
(2)<2>	EQ:	marl	A	marl	51.648430	7.084450	127.909785km	6557589
(1)<0>	IN:	nordlingen	P	bosennordlingen	49.249270	10.235930	0.000000km	2945879
(3)<3>	EQ:	kleve	P	kleve	54.295100	9.124080	0.000000km	2887833
(3)<3>	EQ:	kleve	P	kleve	53.966670	9.400000	40.764132km	2887834
(3)<3>	EQ:	kleve	P	kleve	51.788260	6.138650	343.335400km	2887835
(3)<3>	EQ:	kleve	A	kleve	54.300000	9.133330	0.812515km	6551341
(3)<3>	EQ:	kleve	A	kleve	53.966700	9.400000	40.761135km	6552203
(3)<3>	EQ:	kleve	A	kleve	51.786550	6.137500	343.537159km	6557494
(1)<0>	EQ:	parkstein	P	parkstein	49.729210	12.067550	0.000000km	2855416
(1)<0>	EQ:	werne	P	werne	51.664460	7.634210	0.000000km	2810833
(1)<0>	EQ:	querfurt	P	querfurt	51.381240	11.600470	0.000000km	2851393
(0)<0>	No match: bad munstereifel
(1)<0>	EQ:	kirchseeon	P	kirchseeon	48.071430	11.888750	0.000000km	2890381
(1)<0>	EQ:	kevelaer	P	kevelaer	51.582430	6.246030	0.000000km	2891258
(1)<0>	EQ:	dusslingen	P	dusslingen	48.453570	9.055520	0.000000km	2934235
(1)<0>	EQ:	wuppertal	P	wuppertal	51.270270	7.167550	0.000000km	2805753
(0)<1>	No match:	glienicke/nordbahn	A	glienicke/nordbahn	52.633530	13.325640	449.556191km	7602482
(1)<0>	EQ:	riedstadt	P	riedstadt	49.834110	8.496210	0.000000km	3272941
(2)<1>	EQ:	chemnitz	A	chemnitz	50.835060	12.922170	306.065436km	6548487
(0)<1>	No match:	frankenberg (eder)	A	frankenberg (eder)	51.058450	8.783300	409.348870km	6557834
(1)<0>	EQ:	freisen	P	freisen	49.550000	7.250000	0.000000km	2925038
(1)<0>	EQ:	reinfeld	P	reinfeld	53.831840	10.491260	0.000000km	2848811
(0)<0>	No match: monchengladbach
(1)<0>	EQ:	villingen-schwenningen	P	villingen-schwenningen	48.062260	8.493580	0.000000km	2817220
(1)<0>	EQ:	neustadt an der donau	P	neustadt an der donau	48.807050	11.769520	0.000000km	2864056
(4)<1>	EQ:	karlsfeld	A	karlsfeld	48.229170	11.454730	419.536233km	6556136
(0)<0>	No match: quakenbruck
(1)<0>	EQ:	schwalmstadt	P	schwalmstadt	50.933330	9.216670	0.000000km	2835345
(2)<1>	EQ:	laatzen	A	laatzen	52.309860	9.810760	1.079914km	6557401
(0)<1>	No match:	herzebrock-clarholz	A	herzebrock-clarholz	51.900000	8.216670	117.733268km	6553117
(1)<0>	EQ:	much	P	much	50.903830	7.403060	0.000000km	2868936
(1)<0>	EQ:	lindlar	P	lindlar	51.019590	7.377580	0.000000km	2877142
(1)<0>	EQ:	nidda	P	nidda	50.413300	9.006380	0.000000km	2863716
(12)<0>	EQ:	buchen	P	buchen	53.480080	10.617600	0.000000km	2942627
(12)<0>	EQ:	buchen	P	buchen	50.968000	7.707440	342.982463km	2942631
(12)<0>	EQ:	buchen	P	buchen	50.936130	7.982530	335.468945km	2942632
(12)<0>	EQ:	buchen	P	buchen	49.517050	10.627520	440.918176km	2942633
(12)<0>	EQ:	buchen	P	buchen	49.524160	9.322930	449.193383km	2942634
(12)<0>	EQ:	buchen	P	buchen	48.440480	7.989210	590.164818km	2942635
(12)<0>	EQ:	buchen	P	buchen	47.827570	10.189270	629.519461km	2942636
(12)<0>	EQ:	buchen	P	buchen	47.750000	9.833330	639.819589km	2942638
(12)<0>	EQ:	buchen	P	buchen	47.739870	10.717710	638.583678km	2942639
(12)<0>	EQ:	buchen	P	buchen	47.733330	9.900000	641.277591km	2942640
(12)<0>	EQ:	buchen	P	buchen	47.633330	10.500000	650.443243km	2942641
(12)<0>	EQ:	buchen	P	buchen	47.597200	10.643100	654.409627km	2942642
(1)<0>	EQ:	ludwigsfelde	P	ludwigsfelde	52.303220	13.254050	0.000000km	2875379
(2)<1>	EQ:	hoppegarten	A	hoppegarten	52.516700	13.666700	0.003910km	6547607
(1)<0>	EQ:	wehrheim	P	wehrheim	50.300000	8.566670	0.000000km	2813216
(1)<0>	EQ:	brakel	P	brakel	51.717500	9.185960	0.000000km	2945542
(0)<1>	No match:	ehrenkirchen	A	ehrenkirchen	47.916670	7.750000	435.173168km	3205385
(1)<0>	EQ:	eutin	P	eutin	54.140540	10.607510	0.000000km	2928381
(1)<0>	EQ:	furth im wald	P	furth im wald	49.309550	12.841560	0.000000km	2923529
(1)<0>	EQ:	warendorf	P	warendorf	51.951090	7.987560	0.000000km	2814127
(1)<0>	EQ:	genthin	P	genthin	52.406680	12.159200	0.000000km	2921309
(1)<0>	EQ:	waghausel	P	waghausel	49.249910	8.512570	0.000000km	2815487
(0)<0>	No match: lubeck
(3)<2>	EQ:	burgdorf	P	burgdorf	52.446280	10.006400	0.000000km	2941405
(3)<2>	EQ:	burgdorf	P	burgdorf	52.144340	10.217630	36.558023km	2941406
(3)<2>	EQ:	burgdorf	P	burgdorf	52.051860	10.535550	56.851885km	2941407
(3)<2>	EQ:	burgdorf	A	burgdorf	52.150000	10.216700	35.954358km	6552402
(3)<2>	EQ:	burgdorf	A	burgdorf	52.455310	10.007430	1.007258km	6557397
(0)<1>	No match:	wedemark	A	wedemark	52.550000	9.733330	21.843222km	3213273
(1)<0>	EQ:	einbeck	P	einbeck	51.820180	9.869610	0.000000km	2931804
(2)<1>	EQ:	pfullendorf	A	pfullendorf	47.929300	9.243550	358.741616km	6558197
(1)<0>	EQ:	wolnzach	P	wolnzach	48.603800	11.625680	0.000000km	2806339
(1)<0>	EQ:	gescher	P	gescher	51.954000	7.004810	0.000000km	2920842
(3)<1>	EQ:	recklinghausen	A	recklinghausen	51.613180	7.195600	70.874309km	6557591
(5)<0>	EQ:	hochstadt	P	hochstadt	50.153130	8.835780	0.000000km	2903014
(5)<0>	EQ:	hochstadt	P	hochstadt	49.698750	11.410440	191.647937km	2903015
(5)<0>	EQ:	hochstadt	P	hochstadt	48.997850	10.502540	176.178376km	2903017
(5)<0>	EQ:	hochstadt	P	hochstadt	48.055540	11.268110	293.157797km	2903018
(5)<0>	EQ:	hochstadt	P	hochstadt	49.247500	8.208890	110.412611km	3272957
(1)<0>	EQ:	lachendorf	P	lachendorf	52.616670	10.250000	0.000000km	2882028
(25)<4>	EQ:	oberhausen	P	oberhausen	48.393570	10.881230	0.000000km	2860406
(25)<4>	EQ:	oberhausen	P	oberhausen	48.221760	7.710860	235.937437km	2860407
(25)<4>	EQ:	oberhausen	P	oberhausen	53.715140	8.570190	613.707493km	2860408
(25)<4>	EQ:	oberhausen	P	oberhausen	53.137490	8.342530	557.203197km	2860409
(25)<4>	EQ:	oberhausen	P	oberhausen	51.478050	6.862500	448.124842km	2860410
(25)<4>	EQ:	oberhausen	P	oberhausen	50.716670	8.850000	297.223722km	2860411
(25)<4>	EQ:	oberhausen	P	oberhausen	50.506390	6.465610	397.043046km	2860412
(25)<4>	EQ:	oberhausen	P	oberhausen	50.450880	7.963690	311.654413km	2860413
(25)<4>	EQ:	oberhausen	P	oberhausen	49.808850	7.449860	295.858417km	2860414
(25)<4>	EQ:	oberhausen	P	oberhausen	49.790830	7.758470	275.943548km	2860415
(25)<4>	EQ:	oberhausen	P	oberhausen	49.546280	9.936710	145.652158km	2860416
(25)<4>	EQ:	oberhausen	P	oberhausen	49.316460	7.517820	267.277205km	2860417
(25)<4>	EQ:	oberhausen	P	oberhausen	49.263610	8.482780	200.915814km	2860418
(25)<4>	EQ:	oberhausen	P	oberhausen	49.096940	8.058330	221.836824km	2860419
(25)<4>	EQ:	oberhausen	P	oberhausen	48.776390	12.131390	101.582491km	2860420
(25)<4>	EQ:	oberhausen	P	oberhausen	48.738120	9.659920	97.943076km	2860421
(25)<4>	EQ:	oberhausen	P	oberhausen	48.722010	11.111510	40.284903km	2860422
(25)<4>	EQ:	oberhausen	P	oberhausen	48.587770	12.663220	133.471031km	2860423
(25)<4>	EQ:	oberhausen	P	oberhausen	48.433130	9.256560	120.348056km	2860424
(25)<4>	EQ:	oberhausen	P	oberhausen	48.391370	8.958060	142.421793km	2860425
(25)<4>	EQ:	oberhausen	P	oberhausen	48.331260	10.207840	50.377572km	2860426
(25)<4>	EQ:	oberhausen	P	oberhausen	48.054060	8.991580	145.387149km	2860427
(25)<4>	EQ:	oberhausen	P	oberhausen	47.955860	10.985110	49.279968km	2860428
(25)<4>	EQ:	oberhausen	P	oberhausen	47.921320	10.082190	79.317275km	2860429
(25)<4>	EQ:	oberhausen	P	oberhausen	47.783330	11.133330	70.404883km	2860430
(25)<4>	EQ:	oberhausen	A	oberhausen	51.470560	6.856850	447.763377km	6553028
(25)<4>	EQ:	oberhausen	A	oberhausen	49.096900	8.058330	221.835333km	6555207
(25)<4>	EQ:	oberhausen	A	oberhausen	48.716700	11.100000	39.394838km	6556340
(25)<4>	EQ:	oberhausen	A	oberhausen	47.783300	11.133300	70.407503km	6556435
(1)<0>	EQ:	bad hindelang	P	bad hindelang	47.506240	10.372300	0.000000km	2904473
(27)<1>	EQ:	lauterbach	A	lauterbach	51.066700	10.350000	422.170184km	6549883
(3)<1>	EQ:	zirndorf	A	zirndorf	49.443800	10.960470	0.484743km	6558354
(2)<0>	EQ:	simbach	P	simbach	49.145280	11.511100	0.000000km	2832044
(2)<0>	EQ:	simbach	P	simbach	48.566060	12.738880	110.753023km	2832045
(1)<0>	EQ:	penzberg	P	penzberg	47.752930	11.377000	0.000000km	2854923
(1)<0>	EQ:	ludwigshafen	P	ludwigshafen	47.816630	9.061380	0.000000km	2875377
(1)<0>	EQ:	memmingen	P	memmingen	47.983720	10.185270	0.000000km	2871992
(1)<0>	EQ:	dormagen	P	dormagen	51.096830	6.831670	0.000000km	2935825
(1)<0>	EQ:	bad aibling	P	bad aibling	47.863800	12.010550	0.000000km	2953558
(1)<0>	EQ:	schmalkalden	P	schmalkalden	50.721360	10.443860	0.000000km	2838059
(1)<0>	EQ:	rodgau	P	rodgau	50.026270	8.885880	0.000000km	3336893
(1)<0>	IN:	marburg	P	marburg an der lahn	50.809040	8.770690	0.000000km	2873759
(1)<0>	EQ:	baunatal	P	baunatal	51.251820	9.407470	0.000000km	2951923
(1)<0>	EQ:	kordel	P	kordel	49.833330	6.633330	0.000000km	2885495
(1)<0>	EQ:	seeheim-jugenheim	P	seeheim-jugenheim	49.765000	8.651940	0.000000km	3337504
(1)<0>	EQ:	moormerland	P	moormerland	53.311390	7.422980	0.000000km	8604541
(11)<1>	EQ:	munster	A	munster	52.990520	10.097680	0.866485km	6557447
(0)<0>	No match: gustrow
(3)<1>	EQ:	eschweiler	A	eschweiler	50.823690	6.267500	26.952266km	6557524
(1)<0>	EQ:	wiernsheim	P	wiernsheim	48.883330	8.850000	0.000000km	2809403
(1)<0>	EQ:	rendsburg	P	rendsburg	54.306630	9.663130	0.000000km	2848245
(1)<0>	EQ:	moers	P	moers	51.453420	6.632600	0.000000km	2870221
(1)<0>	EQ:	teltow	P	teltow	52.403100	13.260140	0.000000km	2823567
(1)<0>	EQ:	wilhelmshaven	P	wilhelmshaven	53.529980	8.112530	0.000000km	2808720
(5)<0>	IN:	annweiler	P	tannweiler	48.735450	9.840700	0.000000km	2824022
(5)<0>	IN:	annweiler	P	tannweiler	47.926100	9.685140	90.733159km	2824023
(5)<0>	IN:	annweiler	P	mannweiler	49.700000	7.800000	183.319054km	2873864
(5)<0>	IN:	annweiler	P	annweiler am trifels	49.206130	7.975270	146.258717km	2955951
(5)<0>	IN:	annweiler	P	mannweiler-colln	49.683330	7.783330	183.253021km	3207531
(1)<0>	EQ:	dorsten	P	dorsten	51.661660	6.965140	0.000000km	2935530
(1)<0>	IN:	trostberg	P	trostberg an der alz	48.028020	12.558040	0.000000km	2820964
(0)<1>	No match:	bad saulgau	A	bad saulgau	48.012300	9.503500	227.849093km	6558198
(1)<0>	EQ:	erkelenz	P	erkelenz	51.079470	6.315310	0.000000km	2929622
(0)<0>	No match: schalksmuhle
(1)<0>	EQ:	westerland	P	westerland	54.907900	8.303260	0.000000km	2810284
(1)<0>	EQ:	ochsenfurt	P	ochsenfurt	49.664290	10.062270	0.000000km	2858333
(1)<0>	EQ:	ilshofen	P	ilshofen	49.170150	9.918250	0.000000km	2896476
(1)<0>	EQ:	rheinzabern	P	rheinzabern	49.118060	8.278060	0.000000km	2847595
(1)<0>	EQ:	korbach	P	korbach	51.275610	8.873000	0.000000km	2885536
(1)<0>	EQ:	eibelstadt	P	eibelstadt	49.723920	9.999620	0.000000km	2932748
(5)<0>	EQ:	barnstorf	P	barnstorf	54.339650	12.406050	0.000000km	2952450
(5)<0>	EQ:	barnstorf	P	barnstorf	54.086040	12.084510	35.170033km	2952451
(5)<0>	EQ:	barnstorf	P	barnstorf	52.710090	8.502560	316.015294km	2952452
(5)<0>	EQ:	barnstorf	P	barnstorf	52.382690	10.804030	242.493096km	2952453
(5)<0>	EQ:	barnstorf	P	barnstorf	52.097810	10.807370	271.370028km	2952454
(1)<0>	EQ:	monheim am rhein	P	monheim am rhein	51.091620	6.892170	0.000000km	2869791
(1)<0>	EQ:	merseburg	P	merseburg	51.354780	11.989230	0.000000km	2871736
(1)<0>	EQ:	seevetal	P	seevetal	53.400000	9.966670	0.000000km	2833564
(1)<0>	IN:	obersulm	P	obersulmetingen	48.215340	9.826230	0.000000km	2858863
(1)<0>	EQ:	nagold	P	nagold	48.549800	8.723660	0.000000km	2867164
(2)<2>	EQ:	herborn	P	herborn	50.681350	8.303690	0.000000km	2906199
(2)<2>	EQ:	herborn	P	herborn	49.766670	7.300000	124.423328km	2906200
(2)<2>	EQ:	herborn	A	herborn	49.766700	7.300000	124.420587km	6553599
(2)<2>	EQ:	herborn	A	herborn	50.676160	8.285500	1.409374km	6557785
(1)<0>	EQ:	wegberg	P	wegberg	51.142210	6.284360	0.000000km	2813390
(9)<0>	EQ:	sundern	P	sundern	51.426970	7.199210	0.000000km	2824648
(9)<0>	EQ:	sundern	P	sundern	51.891060	8.408460	98.325335km	2824649
(9)<0>	EQ:	sundern	P	sundern	52.533870	7.806880	130.044659km	2824650
(9)<0>	EQ:	sundern	P	sundern	52.272780	9.276670	171.305363km	2824651
(9)<0>	EQ:	sundern	P	sundern	52.243410	8.749180	140.232260km	2824652
(9)<0>	EQ:	sundern	P	sundern	52.137760	8.648060	127.477505km	2824653
(9)<0>	EQ:	sundern	P	sundern	52.121470	8.804720	135.092732km	2824654
(9)<0>	EQ:	sundern	P	sundern	51.328100	8.003690	57.082637km	2824655
(9)<0>	EQ:	sundern	P	sundern	52.389160	8.407130	135.538187km	2824668
(1)<0>	EQ:	rheinberg	P	rheinberg	51.546490	6.595250	0.000000km	2847662
(3)<2>	EQ:	steinen	P	steinen	51.559190	7.819670	0.000000km	2828226
(3)<2>	EQ:	steinen	P	steinen	50.583330	7.800000	108.572822km	2828227
(3)<2>	EQ:	steinen	P	steinen	47.644460	7.739140	435.440252km	2828228
(3)<2>	EQ:	steinen	A	steinen	50.570300	7.813780	110.014303km	6554179
(3)<2>	EQ:	steinen	A	steinen	47.641340	7.742270	435.784158km	6555894
(1)<0>	EQ:	olsberg	P	olsberg	51.356130	8.488990	0.000000km	2857291
(0)<0>	No match: lorrach
(1)<0>	EQ:	obertshausen	P	obertshausen	50.071390	8.851230	0.000000km	2858763
(4)<1>	IN:	hanau	A	hanau	50.131550	8.920820	93.804183km	6557738
(1)<0>	EQ:	langgons	P	langgons	50.500000	8.666670	0.000000km	2880672
(1)<0>	EQ:	brandenburg	P	brandenburg	50.697160	6.144660	0.000000km	2945359
(0)<0>	No match: osnabruck
(2)<2>	EQ:	minden	P	minden	52.289530	8.914550	0.000000km	2871039
(2)<2>	EQ:	minden	P	minden	49.833330	6.466670	322.625937km	2871040
(2)<2>	EQ:	minden	A	minden	49.826290	6.468170	323.240327km	6554467
(2)<2>	EQ:	minden	A	minden	52.287260	8.924330	0.713549km	6557646
(1)<0>	EQ:	viernheim	P	viernheim	49.540330	8.578200	0.000000km	2817324
(1)<0>	EQ:	neu-ulm	P	neu-ulm	48.392790	10.011120	0.000000km	2863941
(1)<0>	EQ:	bitterfeld-wolfen	P	bitterfeld-wolfen	51.623550	12.323950	0.000000km	2948164
(0)<0>	No match: boblingen
(8)<1>	EQ:	stelle	A	stelle	53.384160	10.111380	153.095804km	6552650
(1)<0>	EQ:	gerolstein	P	gerolstein	50.222240	6.659840	0.000000km	2920963
(2)<0>	EQ:	wittstock	P	wittstock	53.374260	13.694020	0.000000km	2807200
(2)<0>	EQ:	wittstock	P	wittstock	53.161180	12.482870	84.215814km	2807201
(3)<1>	EQ:	damme	A	damme	52.516700	8.200000	400.368594km	6557316
(1)<0>	EQ:	alfdorf	P	alfdorf	48.843850	9.718570	0.000000km	2958535
(1)<0>	EQ:	bitburg	P	bitburg	49.967940	6.527340	0.000000km	2948184
(1)<0>	EQ:	bockenem	P	bockenem	52.009930	10.131970	0.000000km	2947359
(2)<0>	EQ:	neumunster	P	neumunster	48.443050	10.563060	0.000000km	2864477
(2)<0>	EQ:	neumunster	P	neumunster	47.966080	11.826700	107.863524km	2864478
(3)<0>	EQ:	offenbach	P	offenbach	48.208680	8.214720	0.000000km	2857805
(3)<0>	EQ:	offenbach	P	offenbach	50.698780	8.415480	277.327128km	2857806
(3)<0>	EQ:	offenbach	P	offenbach	50.100610	8.766470	214.219695km	2857807
(1)<0>	EQ:	kronshagen	P	kronshagen	54.333330	10.083330	0.000000km	2883647
(1)<0>	EQ:	medebach	P	medebach	51.197130	8.706350	0.000000km	2872557
(1)<0>	EQ:	bad saarow	P	bad saarow	52.283330	14.066670	0.000000km	2953366
(0)<0>	No match: kuhlungsborn
(1)<0>	EQ:	marbach am neckar	P	marbach am neckar	48.939640	9.259950	0.000000km	2873776
(2)<1>	EQ:	bergtheim	A	bergtheim	49.900000	10.066700	0.002155km	6557076
(1)<0>	EQ:	wernberg-koblitz	P	wernberg-koblitz	49.539310	12.161300	0.000000km	2810840
(5)<1>	EQ:	wolfstein	A	wolfstein	49.583300	7.600000	0.369813km	6557921
(1)<0>	EQ:	cremlingen	P	cremlingen	52.250000	10.650000	0.000000km	2939763
(1)<0>	EQ:	gifhorn	P	gifhorn	52.477740	10.551100	0.000000km	2920478
(1)<0>	EQ:	ramstein-miesenbach	P	ramstein-miesenbach	49.444520	7.555330	0.000000km	2850536
(2)<1>	EQ:	herrenberg	A	herrenberg	48.595340	8.867510	0.076954km	6557935
(1)<0>	EQ:	bocholt	P	bocholt	51.838790	6.615310	0.000000km	2947421
(0)<0>	No match: altdorf bei nurnberg
(1)<0>	EQ:	linnich	P	linnich	50.980020	6.270490	0.000000km	2877021
(3)<0>	EQ:	singen	P	singen	50.725390	11.056280	0.000000km	2831922
(3)<0>	EQ:	singen	P	singen	48.958360	8.569250	265.734071km	2831923
(3)<0>	EQ:	singen	P	singen	47.759350	8.840300	367.174785km	2831924
(1)<0>	EQ:	ennepetal	P	ennepetal	51.298480	7.362900	0.000000km	2930043
(3)<1>	EQ:	telgte	A	telgte	51.986150	7.781450	170.024761km	6557610
(0)<0>	No match: saarbrucken
(3)<1>	EQ:	beckum	A	beckum	51.756400	8.017800	188.318449km	6557604
(1)<0>	EQ:	nienburg	P	nienburg	52.646100	9.220860	0.000000km	2862620
(16)<2>	EQ:	werder	P	werder	52.133910	11.655810	0.000000km	2810934
(16)<2>	EQ:	werder	P	werder	54.154950	12.808510	237.768441km	2810935
(16)<2>	EQ:	werder	P	werder	53.716520	13.356630	209.992051km	2810936
